关注要素层次,下一低分析层次,上一高层次功能及要求,功能,下一低层次功能,故障影响,严重度(S),故障模式,故障起因,发生度(O),探测度(D),预防控制措施,探测控制措施,source
Mooring,"Single point (Hawser lines, Shackles and Pendants)",满足系统持续运行要求,Primary station keeping,,"1) Loss of station keeping
2) Loss of umbilical (see 0800)
4) BOB - buoy on beach or BOTS - buoy out to sea
5) Loss of primary fiber communications",4,Double hawser failure (including hardware failure),Extreme load induced damage (Overload),3,2,none,"1) GPS watch circle alarm
2) Yaw direction detection
3) Mooring load cells
4) Visual detection
5) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,"Single point (Hawser lines, Shackles and Pendants)",满足系统持续运行要求,Primary station keeping,,"1) Loss of station keeping
2) Loss of umbilical (see 0800)
4) BOB - buoy on beach or BOTS - buoy out to sea
5) Loss of primary fiber communications",4,Double hawser failure (including hardware failure),Snap loads,3,2,none,"1) GPS watch circle alarm
2) Yaw direction detection
3) Mooring load cells
4) Visual detection
5) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,"Single point (Hawser lines, Shackles and Pendants)",满足系统持续运行要求,Primary station keeping,,"1) Loss of station keeping
2) Loss of umbilical (see 0800)
4) BOB - buoy on beach or BOTS - buoy out to sea
5) Loss of primary fiber communications",4,Double hawser failure (including hardware failure),fatigue induced damage,3,2,"Regularly scheduled visual inspection, with repair/ replacement as needed","1) GPS watch circle alarm
2) Yaw direction detection
3) Mooring load cells
4) Visual detection
5) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,"Single point (Hawser lines, Shackles and Pendants)",满足系统持续运行要求,Primary station keeping,,"1) Loss of station keeping
2) Loss of umbilical (see 0800)
4) BOB - buoy on beach or BOTS - buoy out to sea
5) Loss of primary fiber communications",4,Double hawser failure (including hardware failure),Non-service ship strike,2,2,none,"1) GPS watch circle alarm
2) Yaw direction detection
3) Mooring load cells
4) Visual detection
5) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,"Single point (Hawser lines, Shackles and Pendants)",满足系统持续运行要求,Primary station keeping,,"1) Loss of station keeping
2) Loss of umbilical (see 0800)
4) BOB - buoy on beach or BOTS - buoy out to sea
5) Loss of primary fiber communications",4,Double hawser failure (including hardware failure),Vandalism/ negligence,4,2,none,"1) GPS watch circle alarm
2) Yaw direction detection
3) Mooring load cells
4) Visual detection
5) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point chain (vertical),满足系统持续运行要求,"Keep foam buoy in position
Connecting sinker to buoy",,"1) Change to WEC orientation
2) Sub-optimal WEC response
3) Possible entaglement between single point sinker and umbilical",1,Line break,Extreme load induced damage,5,2,none,1) Visual detection；Replace on site,StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point chain (vertical),满足系统持续运行要求,"Keep foam buoy in position
Connecting sinker to buoy",,"1) Change to WEC orientation
2) Sub-optimal WEC response
3) Possible entaglement between single point sinker and umbilical",1,Line break,Snap loads,4,2,none,1) Visual detection；Replace on site,StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point chain (vertical),满足系统持续运行要求,"Keep foam buoy in position
Connecting sinker to buoy",,"1) Change to WEC orientation
2) Sub-optimal WEC response
3) Possible entaglement between single point sinker and umbilical",1,Line break,fatigue induced damage,7,2,"Regularly scheduled visual inspection, with repair/ replacement as needed",1) Visual detection；Replace on site,StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point chain (vertical),满足系统持续运行要求,"Keep foam buoy in position
Connecting sinker to buoy",,"1) Change to WEC orientation
2) Sub-optimal WEC response
3) Possible entaglement between single point sinker and umbilical",4,Line break,Non-service ship strike,3,2,none,1) Visual detection；Replace on site,StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point chain (vertical),满足系统持续运行要求,"Keep foam buoy in position
Connecting sinker to buoy",,"1) Change to WEC orientation
2) Sub-optimal WEC response
3) Possible entaglement between single point sinker and umbilical",1,Line break,Corrosion,7,2,"Regularly scheduled visual inspection, with repair/ replacement as needed",1) Visual detection；Replace on site,StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point hawser lines,满足系统持续运行要求,"Load transfer from Bridle to WETS moorings
Provide restoring forces for position keeping",,"1) Change in mooring system response and loads
2) Significantly greater watch circle
3) Loss of aft mooring line
4) Loss of umbilical connectivity (see 0800)",1,Single hawser failure,Extreme load induced damage (Overload),5,2,none,"1) GPS watch circle alarm
2) Visual detection
3) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point hawser lines,满足系统持续运行要求,"Load transfer from Bridle to WETS moorings
Provide restoring forces for position keeping",,"1) Change in mooring system response and loads
2) Significantly greater watch circle
3) Loss of aft mooring line
4) Loss of umbilical connectivity (see 0800)",1,Single hawser failure,Snap loads,4,2,none,"1) GPS watch circle alarm
2) Visual detection
3) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point hawser lines,满足系统持续运行要求,"Load transfer from Bridle to WETS moorings
Provide restoring forces for position keeping",,"1) Change in mooring system response and loads
2) Significantly greater watch circle
3) Loss of aft mooring line
4) Loss of umbilical connectivity (see 0800)",1,Single hawser failure,Fatigue induced damage,7,2,"Regularly scheduled visual inspection, with repair/ replacement as needed","1) GPS watch circle alarm
2) Visual detection
3) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point hawser lines,满足系统持续运行要求,"Load transfer from Bridle to WETS moorings
Provide restoring forces for position keeping",,"1) Change in mooring system response and loads
2) Significantly greater watch circle
3) Loss of aft mooring line
4) Loss of umbilical connectivity (see 0800)",1,Single hawser failure,Non-service ship strike,3,2,none,"1) GPS watch circle alarm
2) Visual detection
3) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point hawser lines,满足系统持续运行要求,"Load transfer from Bridle to WETS moorings
Provide restoring forces for position keeping",,"1) Change in mooring system response and loads
2) Significantly greater watch circle
3) Loss of aft mooring line
4) Loss of umbilical connectivity (see 0800)",1,Single hawser failure,Fish bite,8,2,"Regularly scheduled visual inspection, with repair/ replacement as needed","1) GPS watch circle alarm
2) Visual detection；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point hawser lines,满足系统持续运行要求,"Load transfer from Bridle to WETS moorings
Provide restoring forces for position keeping",,"1) Change in mooring system response and loads
2) Significantly greater watch circle
3) Loss of aft mooring line
4) Loss of umbilical connectivity (see 0800)",1,Single hawser failure,Vandalism/ negligence,4,2,none,"1) GPS watch circle alarm
2) Visual detection
3) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point hawser lines,满足系统持续运行要求,"Load transfer from Bridle to WETS moorings
Provide restoring forces for position keeping",,"1) Change in mooring system response and loads
2) Significantly greater watch circle
3) Loss of aft mooring line
4) Loss of umbilical connectivity (see 0800)",1,Single hawser failure,Material degradation due to exposure to UV,7,2,"Regularly scheduled visual inspection, with repair/ replacement as needed","1) GPS watch circle alarm
2) Visual detection
3) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point hawser lines,满足系统持续运行要求,"Load transfer from Bridle to WETS moorings
Provide restoring forces for position keeping",,"1) Change in mooring system response and loads
2) Significantly greater watch circle
3) Loss of aft mooring line
4) Loss of umbilical connectivity (see 0800)",1,Single hawser failure,Degradation due to marine growth,7,2,"Regularly scheduled visual inspection, with repair/ replacement as needed","1) GPS watch circle alarm
2) Visual detection
3) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point MB-225 foam buoy,满足系统持续运行要求,"Provide buoyancy to the mooring system, maintain tension in the mooring lines and geometric configuration of the mooring system",,"1) Change to WEC orientation
2) Sub-optimal WEC response
3) Possible entaglement between single point sinker and umbilical",1,Collapse/loss of buoyancy,Non-service ship strike,3,2,none,1) Visual detection；Replace on site,StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point MB-225 foam buoy,满足系统持续运行要求,"Provide buoyancy to the mooring system, maintain tension in the mooring lines and geometric configuration of the mooring system",,"1) Change to WEC orientation
2) Sub-optimal WEC response
3) Possible entaglement between single point sinker and umbilical",1,Loss of buoyancy,Material degradation leading to loss of buoyancy,7,2,"Regularly scheduled visual inspection, with repair/ replacement as needed",1) Visual detection；Replace on site,StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point sinker,满足系统持续运行要求,"Provide weight to foam buoy. 
Connection point between Brindle and single point mooring",,"1) Loss of WEC orientation and equilibrium position
2) Possible loss of umbilical connectivity (see 0800)
3) Possible loss of buoy, BOB - buoy on beach or BOTS - buoy out to sea
4) Possible damage to WEC",4,Crack/Loss of mass,Extreme loading (overload),5,2,none,"1) GPS watch circle alarm
2) Yaw direction detection
3) Mooring load cells
4) Visual detection
5) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point sinker,满足系统持续运行要求,"Provide weight to foam buoy. 
Connection point between Brindle and single point mooring",,"1) Loss of WEC orientation and equilibrium position
2) Possible loss of umbilical connectivity (see 0800)
3) Possible loss of buoy, BOB - buoy on beach or BOTS - buoy out to sea
4) Possible damage to WEC",4,Crack/Loss of mass,Snap loads,4,2,none,"1) GPS watch circle alarm
2) Yaw direction detection
3) Mooring load cells
4) Visual detection
5) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point sinker,满足系统持续运行要求,"Provide weight to foam buoy. 
Connection point between Brindle and single point mooring",,"1) Loss of WEC orientation and equilibrium position
2) Possible loss of umbilical connectivity (see 0800)
3) Possible loss of buoy, BOB - buoy on beach or BOTS - buoy out to sea
4) Possible damage to WEC",4,Crack/Loss of mass,Fatigue induced damage,7,2,"Regularly scheduled visual inspection, with repair/ replacement as needed","1) GPS watch circle alarm
2) Yaw direction detection
3) Mooring load cells
4) Visual detection
5) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Single point sinker,满足系统持续运行要求,"Provide weight to foam buoy. 
Connection point between Brindle and single point mooring",,"1) Loss of WEC orientation and equilibrium position
2) Possible loss of umbilical connectivity (see 0800)
3) Possible loss of buoy, BOB - buoy on beach or BOTS - buoy out to sea
4) Possible damage to WEC",4,Crack/Loss of mass,Non-service ship strike,3,2,none,"1) GPS watch circle alarm
2) Yaw direction detection
3) Mooring load cells
4) Visual detection
5) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,"Single point shackles, pendants",满足系统持续运行要求,"Connection points for Hawser lines to chain, pendant and buoy
Load transfer",,"1) Change in mooring system response and loads
2) Significantly greater watch circle
3) Loss of aft mooring line
4) Loss of umbilical connectivity (see 0800)",1,Yield/crack,Extreme load induced damage (Overload),5,2,none,"1) GPS watch circle alarm
2) Visual detection
3) Loss of umbilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
